goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillCookiejarQueue/0-4         	  123321	      8361 ns/op	   65672 B/op	       3 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  336360	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  337909	      3469 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  332178	      3461 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  334602	      3505 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  311661	      3467 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  334028	      3470 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  335167	      3458 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  333468	      3475 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  338724	      3465 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   33870	     33151 ns/op	   16002 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   34321	     33261 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35780	     33414 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35728	     33346 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35318	     33187 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   36260	     33223 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35848	     33093 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35952	     33177 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35988	     33137 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/10-4               	   35672	     33669 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3621	    319442 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3633	    319031 ns/op	  160018 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3656	    319854 ns/op	  160018 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3571	    320576 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3488	    319322 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3645	    322525 ns/op	  160018 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3586	    323803 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3462	    318562 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3559	    323071 ns/op	  160019 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/100-4              	    3409	    320186 ns/op	  160020 B/op	   10000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     372	   3194373 ns/op	 1600182 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     374	   3198922 ns/op	 1600183 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     375	   3186715 ns/op	 1600181 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     378	   3214083 ns/op	 1600181 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     363	   3219112 ns/op	 1600189 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     372	   3180317 ns/op	 1600184 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     376	   3174092 ns/op	 1600184 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     356	   3191779 ns/op	 1600193 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     375	   3181980 ns/op	 1600183 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/1000-4             	     372	   3195640 ns/op	 1600185 B/op	  100000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      34	  32831130 ns/op	16005835 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      33	  32583305 ns/op	16005997 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      32	  32806105 ns/op	16006179 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      34	  32498776 ns/op	16005824 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      34	  35920632 ns/op	16005827 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      32	  32850934 ns/op	16006170 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      33	  32805138 ns/op	16005992 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      36	  32785802 ns/op	16005471 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      34	  32774596 ns/op	16005835 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/10000-4            	      36	  32408944 ns/op	16005492 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 365743959 ns/op	160549021 B/op	10000018 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 370641830 ns/op	160549149 B/op	10000020 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 363549252 ns/op	160549085 B/op	10000019 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 367014437 ns/op	160549085 B/op	10000019 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 362153321 ns/op	160549149 B/op	10000020 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 366678571 ns/op	160549053 B/op	10000019 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 364374415 ns/op	160549117 B/op	10000019 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 369456442 ns/op	160549117 B/op	10000019 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 364302868 ns/op	160549245 B/op	10000021 allocs/op
BenchmarkRefillCookiejarStack/100000-4           	       3	 364170208 ns/op	160548989 B/op	10000018 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	32523769	        33.17 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	33399517	        33.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	35111577	        32.92 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	34099131	        32.85 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	34549418	        33.10 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	34613642	        33.10 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	33982995	        33.13 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	34908129	        32.99 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	32936358	        32.96 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1-4          	32249133	        32.97 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3593719	       334.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3596064	       333.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3568771	       334.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3583453	       334.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3549568	       334.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3519784	       333.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3537056	       334.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3592575	       332.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3551815	       334.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10-4         	 3597012	       336.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  356866	      3267 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  357711	      3256 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  339050	      3249 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  340252	      3461 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  348600	      3288 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  355123	      3279 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  364069	      3248 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  345259	      3293 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  356486	      3245 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100-4        	  338935	      3250 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36801	     32529 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36759	     32469 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36682	     32458 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   37033	     32571 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36752	     32747 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36387	     32641 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   37026	     32394 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36906	     32621 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   36873	     32375 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000-4       	   37033	     32515 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3444	    325009 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3678	    326564 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3564	    324104 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3452	    326435 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3628	    327883 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3486	    323739 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3573	    325486 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3615	    324077 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3640	    324615 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/10000-4      	    3469	    324826 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     363	   3256490 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     367	   3239697 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     364	   3262227 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     369	   3254086 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     369	   3239857 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     364	   3236412 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     368	   3278789 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     366	   3257061 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     368	   3245742 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/100000-4     	     368	   3250929 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      33	  32459315 ns/op	16000017 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      37	  32461653 ns/op	16000007 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      36	  32462896 ns/op	16000021 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      36	  32596566 ns/op	16000010 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      32	  32528118 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      36	  32490346 ns/op	16000013 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      36	  32556623 ns/op	16000013 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      37	  32532756 ns/op	16000010 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      34	  35325577 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarQueue/1000000-4    	      36	  32372072 ns/op	16000013 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	32011461	        33.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	34888474	        33.12 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	35204115	        33.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	34963702	        33.30 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	34846585	        33.19 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	32300961	        33.04 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	35026419	        33.28 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	35084931	        33.14 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	34892536	        33.08 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1-4          	34923020	        33.11 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3542959	       339.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3566632	       334.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3603073	       333.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3575955	       334.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3558393	       336.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3567373	       335.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3578604	       333.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3542803	       334.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3559186	       335.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10-4         	 3540734	       334.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  328274	      3269 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  361952	      3274 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  350066	      3279 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  363658	      3283 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  335515	      3285 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  357399	      3264 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  332241	      3259 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  357855	      3257 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  360333	      3258 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100-4        	  346650	      3262 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36960	     32705 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36844	     32606 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36944	     32795 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   37207	     32861 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36771	     32509 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36892	     32530 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36494	     32423 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36739	     32578 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36168	     32556 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000-4       	   36608	     32457 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3429	    324942 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3421	    326412 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3648	    327438 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3220	    323740 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3561	    327366 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3651	    325195 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3536	    329162 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3274	    389289 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3649	    328629 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/10000-4      	    3470	    335388 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     355	   3306033 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     360	   3318461 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     366	   3286063 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     350	   3304205 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     363	   3295678 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     362	   4002494 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     366	   3460114 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     322	   3572965 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     352	   3300426 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/100000-4     	     364	   3500091 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      33	  33867340 ns/op	16000011 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      33	  33579147 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      34	  43632341 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      24	  55293498 ns/op	16000012 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      34	  33188023 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      34	  33471503 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      36	  33101530 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      36	  33041017 ns/op	16000013 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      33	  33686943 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseCookiejarStack/1000000-4    	      31	  33221367 ns/op	16000006 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  131008	      9202 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  125709	      9444 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  127897	      9076 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  130987	     13588 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	   70322	     31178 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  112744	      9259 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  130016	      9082 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  119710	     10512 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  126452	      9604 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1-4          	  127008	      9676 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  111805	      9844 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  122365	      9891 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  121058	      9646 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  120201	     11856 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  108598	     10010 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  113972	      9892 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  119247	      9872 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  121833	      9750 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  118942	      9855 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10-4         	  118690	      9869 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   81318	     14825 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   80866	     14807 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   80545	     14753 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   80983	     14941 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   79615	     14861 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   80734	     15243 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   79816	     15238 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   78807	     14975 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   80456	     16154 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100-4        	   79436	     14994 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   17319	     70378 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   15986	     70578 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   15756	     69997 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   16798	     71573 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   16852	     69538 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   17424	     68428 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   17179	     69988 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   16533	     70397 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   16856	     69458 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000-4       	   17415	     68628 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1576	    709574 ns/op	  582505 B/op	   20009 allocs/op
