goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGammazeroQueue/0-4         	27841816	        40.59 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 773864220 ns/op	789072360 B/op	10002636 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  322750	      3550 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  324218	      3531 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  313416	      3565 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  323290	      3542 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  319504	      3531 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  324948	      3541 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  327544	      3544 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  329509	      3563 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  327280	      3570 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/1-4                	  316237	      3551 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   35000	     34158 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34444	     34523 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34320	     34609 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34291	     36710 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34664	     34895 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34869	     34376 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   35138	     34384 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   35065	     34379 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   34785	     34415 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/10-4               	   35252	     34213 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2487	    463210 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2492	    462236 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2463	    462876 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2464	    462784 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2473	    468337 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2480	    461721 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2482	    463938 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2511	    460442 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2485	    462671 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/100-4              	    2474	    463124 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     285	   4201447 ns/op	 6438429 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     284	   4204274 ns/op	 6438428 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     278	   4186449 ns/op	 6438428 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     284	   4212502 ns/op	 6438427 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     285	   4203541 ns/op	 6438428 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     286	   4242873 ns/op	 6438426 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     283	   4213110 ns/op	 6438429 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     285	   4203999 ns/op	 6438428 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     286	   4191022 ns/op	 6438431 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/1000-4             	     285	   4191292 ns/op	 6438429 B/op	  101200 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44635514 ns/op	94566515 B/op	 1002001 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44902803 ns/op	94566465 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44863564 ns/op	94566512 B/op	 1002001 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44625255 ns/op	94566465 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      24	  44792379 ns/op	94566448 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  45272121 ns/op	94566496 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44453503 ns/op	94566477 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44505463 ns/op	94566496 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44643755 ns/op	94566488 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/10000-4            	      25	  44506926 ns/op	94566450 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 788849274 ns/op	789071496 B/op	10002627 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 783898120 ns/op	789071304 B/op	10002625 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 768233460 ns/op	789071544 B/op	10002628 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 777535472 ns/op	789071976 B/op	10002632 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 790265626 ns/op	789071784 B/op	10002630 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 776669783 ns/op	789072360 B/op	10002636 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 758584426 ns/op	789072696 B/op	10002640 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 774314687 ns/op	789072648 B/op	10002639 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 774358154 ns/op	789072408 B/op	10002637 allocs/op
BenchmarkRefillGammazeroStack/100000-4           	       2	 776210618 ns/op	789072072 B/op	10002633 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	34870040	        34.66 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33534572	        34.38 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	30818956	        34.46 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33624027	        34.09 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33655862	        34.43 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33148611	        34.26 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33384990	        34.38 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	32456638	        34.31 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	33660109	        34.28 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1-4          	32509760	        34.32 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3466106	       347.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3478844	       346.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3480312	       346.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3453946	       346.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3443334	       348.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3450730	       346.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3458497	       347.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3474756	       348.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3446944	       348.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10-4         	 3475100	       372.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  335877	      3419 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  340201	      3408 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  337586	      3425 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  334332	      3396 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  341052	      3378 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  339998	      3392 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  343201	      3392 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  340921	      3380 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  335018	      3388 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100-4        	  342433	      3407 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35398	     34023 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35556	     34075 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35570	     34017 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35665	     38160 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   32220	     34142 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35163	     33741 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35430	     34004 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   34820	     33849 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35629	     33905 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000-4       	   35397	     33944 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3355	    337485 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3382	    340099 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3384	    340077 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3189	    335332 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3445	    340233 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3412	    338657 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3404	    337074 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3301	    336547 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3380	    338594 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/10000-4      	    3452	    338727 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     354	   3373730 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     352	   3401313 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     355	   3609631 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     355	   3435626 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     354	   3380657 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     349	   3386468 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     354	   3392694 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     354	   3396841 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     350	   3406506 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/100000-4     	     355	   3378480 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  33956329 ns/op	16000081 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  34019204 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      30	  33773273 ns/op	16000057 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      30	  34084448 ns/op	16000067 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  33940098 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  33869042 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      31	  33809394 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      32	  34449569 ns/op	16000054 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  34142791 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroQueue/1000000-4    	      33	  33809412 ns/op	16000081 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	34766265	        33.93 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33626286	        34.16 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33970524	        34.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33636908	        34.23 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	31878637	        34.02 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33384066	        34.00 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	32587654	        34.24 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33792062	        34.15 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	33120488	        34.16 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1-4          	31994284	        38.58 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3467738	       346.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3510594	       344.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3474135	       346.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3501464	       344.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3496959	       346.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3488097	       345.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3474140	       346.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3495148	       347.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3472882	       344.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10-4         	 3315130	       347.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  342498	      3378 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  345570	      3389 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  346438	      3363 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  343916	      3346 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  341338	      3387 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  344211	      3405 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  342278	      3376 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  343867	      3366 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  343138	      3418 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100-4        	  339914	      3361 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35269	     33616 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35316	     33753 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35965	     33516 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35376	     33614 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35620	     33676 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   34801	     33669 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35421	     33492 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35829	     33604 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35900	     33844 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000-4       	   35218	     33644 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3422	    336961 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3390	    342303 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3440	    336566 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3418	    337296 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3450	    338437 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3465	    337455 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3428	    337321 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3404	    337836 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3408	    337517 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/10000-4      	    3412	    338941 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     356	   3384538 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     349	   3390697 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     358	   3607291 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     356	   3346128 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     360	   3371475 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     360	   3342884 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     360	   3330713 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     355	   3370234 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     356	   3352470 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/100000-4     	     355	   3386129 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  34170488 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  33993306 ns/op	16000049 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      32	  33681147 ns/op	16000045 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  34226901 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      32	  33871911 ns/op	16000048 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  33501178 ns/op	16000043 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      32	  33901306 ns/op	16000078 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  33459969 ns/op	16000084 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  33830133 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseGammazeroStack/1000000-4    	      33	  33621379 ns/op	16000043 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6408637	       188.9 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6297570	       188.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6284554	       187.8 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6339145	       189.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6383407	       188.9 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6275829	       188.4 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6340470	       190.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6368894	       189.4 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6314656	       188.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1-4          	 6351250	       189.2 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1521486	       778.2 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1510284	       778.3 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1523791	       782.0 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1519226	       785.3 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1505869	       782.2 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1523811	       777.7 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1519662	       780.4 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1525219	       784.5 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1511564	       782.3 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10-4         	 1518531	       781.1 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  143605	      8118 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  143427	      8158 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  144960	      8708 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  135651	      8149 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  143606	      8101 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  141484	      8117 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  143948	      8120 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  144914	      8105 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  144058	      8115 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100-4        	  144645	      8086 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16216	     73797 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16017	     73485 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16022	     74033 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   15663	     73655 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16148	     73574 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16131	     73871 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16118	     73828 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16077	     73626 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16018	     73624 ns/op	   80688 B/op	    2014 allocs/op
