goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillListQueue/0-4         	26576101	        49.53 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillListStack/10000-4            	      15	  69282833 ns/op	64000432 B/op	 2000004 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  70545189 ns/op	64000309 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      15	  70282857 ns/op	64000323 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  68942798 ns/op	64000255 B/op	 2000002 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  70587860 ns/op	64000291 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  69143313 ns/op	64000285 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      15	  69180142 ns/op	64000272 B/op	 2000002 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  69387391 ns/op	64000375 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  69414959 ns/op	64000345 B/op	 2000003 allocs/op
BenchmarkRefillListStack/10000-4            	      16	  72126532 ns/op	64000273 B/op	 2000002 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1493025838 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1475474142 ns/op	640001296 B/op	20000014 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1469485760 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1425417731 ns/op	640000528 B/op	20000006 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1473067075 ns/op	640000528 B/op	20000006 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1554650409 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1427022796 ns/op	640000240 B/op	20000003 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1366297181 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1443049628 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkRefillListStack/100000-4           	       1	1472217665 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16976878	        69.84 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	17023856	        69.80 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16135369	        69.93 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16843744	        70.20 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16485170	        70.06 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16332663	        69.82 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16522902	        70.58 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16397391	        70.05 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16058347	        69.96 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/1-4          	16279857	        70.39 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1699852	       702.5 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1689355	       706.4 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1705633	       701.2 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1665028	       702.7 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1701590	       711.6 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1690058	       700.7 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1704111	       700.2 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1707247	       703.8 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1712014	       715.4 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/10-4         	 1460996	       741.5 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  162200	      7109 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  158665	      6987 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  170622	      6980 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  169363	      7013 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  167340	      6975 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  165168	      7027 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  161988	      6995 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  169796	      7068 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  163827	      6970 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/100-4        	  162830	      6955 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17258	     69815 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17208	     69600 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17242	     69274 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17083	     69451 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17235	     73540 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17086	     69046 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17190	     69011 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17089	     69122 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17220	     69527 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/1000-4       	   17115	     69150 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1680	    695684 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1704	    694607 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1719	    698254 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1658	    694418 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1699	    708762 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1723	    696640 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1701	    694493 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1706	    695205 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1701	    696088 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/10000-4      	    1689	    693523 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     171	   6922411 ns/op	 6400024 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     170	   6903564 ns/op	 6400032 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     170	   6942375 ns/op	 6400019 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     170	   6937165 ns/op	 6400025 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     170	   6904111 ns/op	 6400026 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     170	   6898221 ns/op	 6400033 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     171	   6952023 ns/op	 6400030 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     171	   6985554 ns/op	 6400027 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     171	   6924309 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/100000-4     	     168	   7189954 ns/op	 6400030 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  70090350 ns/op	64000294 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  71085817 ns/op	64000258 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  69773394 ns/op	64000240 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  70489841 ns/op	64000258 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  69666362 ns/op	64000198 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  69711458 ns/op	64000294 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      15	  69196811 ns/op	64000275 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      15	  69651266 ns/op	64000275 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  69362749 ns/op	64000336 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListQueue/1000000-4    	      16	  69905864 ns/op	64000318 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	17072752	        70.12 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16422789	        70.17 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16537890	        70.43 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16164892	        70.65 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16733367	        74.77 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16707606	        70.27 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16781127	        70.43 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16989402	        70.12 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16813123	        70.42 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/1-4          	16010510	        70.24 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1686406	       704.3 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1699472	       706.3 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1685739	       703.4 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1699255	       702.4 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1644740	       705.8 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1677896	       705.2 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1677160	       704.9 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1697298	       703.0 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1682070	       704.6 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/10-4         	 1691498	       705.3 ns/op	     640 B/op	      20 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  170650	      6973 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  170194	      6992 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  159698	      6981 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  164280	      6985 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  168112	      7000 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  170596	      7000 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  170193	      6973 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  171144	      6947 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  162722	      6983 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/100-4        	  168469	      6983 ns/op	    6400 B/op	     200 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17002	     69449 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17236	     69479 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17091	     69703 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17144	     70317 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17152	     69478 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17084	     69411 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17271	     69802 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17262	     69381 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17224	     69332 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/1000-4       	   17188	     69543 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1704	    702996 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1698	    732013 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1606	    702993 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1701	    696062 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1594	    696190 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1672	    693949 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1720	    694201 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1706	    697965 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1704	    710232 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/10000-4      	    1641	    695652 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6956081 ns/op	 6400038 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     172	   6968875 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     172	   7055029 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6946091 ns/op	 6400035 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6935439 ns/op	 6400026 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6958435 ns/op	 6400038 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6931989 ns/op	 6400032 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     170	   6977679 ns/op	 6400025 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     171	   6955061 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/100000-4     	     168	   6949478 ns/op	 6400028 B/op	  200000 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  70136952 ns/op	64000348 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  69544265 ns/op	64000252 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  69649023 ns/op	64000282 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  69736453 ns/op	64000330 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  69676515 ns/op	64000306 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  69476962 ns/op	64000264 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  70372407 ns/op	64000186 B/op	 2000001 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      15	  69642834 ns/op	64000262 B/op	 2000002 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      15	  69475773 ns/op	64000294 B/op	 2000003 allocs/op
BenchmarkSlowDecreaseListStack/1000000-4    	      16	  70131329 ns/op	64000276 B/op	 2000002 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6555567	       181.9 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6497672	       182.1 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6509044	       182.0 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6626988	       184.1 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6578043	       182.8 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6595176	       182.6 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6523561	       182.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6575301	       183.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6494492	       182.2 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/1-4          	 6612471	       181.9 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  815697	      1442 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  794868	      1431 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  793342	      1443 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  798475	      1438 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  813879	      1531 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  706382	      1436 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  816128	      1433 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  810765	      1438 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  811854	      1435 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/10-4         	  812356	      1427 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86631	     13909 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   85474	     13877 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86530	     13825 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86383	     13924 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   84585	     13817 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86617	     13905 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86923	     14152 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   86504	     13876 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   83343	     13800 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/100-4        	   85351	     13863 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8221	    138861 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8191	    138516 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8187	    138378 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8184	    138309 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8570	    138086 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8298	    137920 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8286	    138675 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8235	    138353 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8137	    138768 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/1000-4       	    8258	    138173 ns/op	  128048 B/op	    4001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     866	   1407698 ns/op	 1280053 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     832	   1386004 ns/op	 1280055 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     861	   1389281 ns/op	 1280053 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     860	   1383755 ns/op	 1280053 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     836	   1384064 ns/op	 1280055 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     858	   1385415 ns/op	 1280054 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     860	   1383831 ns/op	 1280055 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     841	   1379861 ns/op	 1280054 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     850	   1399808 ns/op	 1280056 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/10000-4      	     861	   1384846 ns/op	 1280053 B/op	   40001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      49	  24719549 ns/op	12800067 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      48	  25365458 ns/op	12800092 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      44	  24568825 ns/op	12800080 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      44	  24575967 ns/op	12800080 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      50	  24039623 ns/op	12800082 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      45	  23971909 ns/op	12800060 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      43	  24475549 ns/op	12800088 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      46	  24440210 ns/op	12800073 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      54	  24681388 ns/op	12800083 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/100000-4     	      52	  25270410 ns/op	12800103 B/op	  400001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 262399129 ns/op	128000067 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 260612986 ns/op	128000067 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 224235081 ns/op	128000105 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 222973154 ns/op	128000086 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 241014085 ns/op	128000086 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 226042211 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 225285343 ns/op	128000124 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 225076706 ns/op	128000086 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       5	 232950934 ns/op	128000048 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListQueue/1000000-4    	       4	 260328228 ns/op	128000096 B/op	 4000001 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6505894	       178.8 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6708344	       179.8 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6683619	       179.9 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6628038	       178.5 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6611740	       179.5 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6681084	       179.4 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6711279	       179.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6624554	       180.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6674566	       178.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/1-4          	 6708705	       180.3 ns/op	     176 B/op	       5 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  815986	      1420 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  817310	      1414 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  797364	      1415 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  810464	      1418 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  821268	      1426 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  779832	      1419 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  811086	      1431 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  723970	      1424 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  822181	      1436 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/10-4         	  763485	      1418 ns/op	    1328 B/op	      41 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	   87178	     13692 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	   84176	     13742 ns/op	   12848 B/op	     401 allocs/op
BenchmarkSlowIncreaseListStack/100-4        	   87423	     13721 ns/op	   12848 B/op	     401 allocs/op
