goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillSliceQueue/0-4         	28661444	        40.41 ns/op	      24 B/op	       1 allocs/op
BenchmarkRefillSliceStack/100-4              	    3747	    299103 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3861	    299387 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3883	    300528 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3520	    297925 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3862	    298180 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3798	    299921 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3946	    295947 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3739	    300154 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3315	    301692 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/100-4              	    3814	    299021 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     414	   2910651 ns/op	 1600066 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     394	   3085237 ns/op	 1600071 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     415	   3115361 ns/op	 1600067 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     404	   2950386 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     410	   2922497 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     403	   2914616 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     411	   2890290 ns/op	 1600067 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     410	   2938571 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     416	   2907197 ns/op	 1600066 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/1000-4             	     406	   2931612 ns/op	 1600067 B/op	  100000 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  29909304 ns/op	16009500 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      34	  30949466 ns/op	16010586 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  29712113 ns/op	16009459 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      39	  30079519 ns/op	16009254 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      36	  29951050 ns/op	16010004 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  29603687 ns/op	16009482 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  30072217 ns/op	16009487 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  29909857 ns/op	16009469 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/10000-4            	      38	  29848109 ns/op	16009452 B/op	 1000000 allocs/op
BenchmarkRefillSliceStack/10000-4            	      39	  30276120 ns/op	16009246 B/op	 1000001 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 365793924 ns/op	161367386 B/op	10000012 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 361758089 ns/op	161367354 B/op	10000012 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 359537863 ns/op	161367450 B/op	10000013 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 359256090 ns/op	161367514 B/op	10000013 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 361862510 ns/op	161367450 B/op	10000013 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 364351473 ns/op	161367578 B/op	10000014 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 367230651 ns/op	161367642 B/op	10000015 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 358678426 ns/op	161367514 B/op	10000013 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 365065251 ns/op	161367546 B/op	10000014 allocs/op
BenchmarkRefillSliceStack/100000-4           	       3	 360131028 ns/op	161367226 B/op	10000010 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	20401333	        62.44 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	18755964	        60.80 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	18611316	        60.53 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19102830	        60.09 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19755181	        59.95 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19762504	        59.67 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19384869	        60.05 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19812219	        60.74 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19886707	        60.16 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/1-4          	19275961	        59.75 ns/op	      24 B/op	       2 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 1991206	       602.9 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2008923	       732.2 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 1987366	       595.9 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 1981550	       597.0 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2010265	       598.9 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2002963	       598.8 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 1992585	       596.8 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2017311	       594.9 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2008056	       598.8 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/10-4         	 2010715	       602.0 ns/op	     240 B/op	      20 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  194205	      5909 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  200112	      5922 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  199467	      5866 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  196053	      5865 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  201706	      5908 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  201567	      5884 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  199275	      5915 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  198243	      5867 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  202066	      5901 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/100-4        	  200025	      5936 ns/op	    2400 B/op	     200 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20331	     58461 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20040	     60340 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20150	     58871 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20241	     58992 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20403	     58966 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20186	     58877 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20155	     58657 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20491	     58591 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20451	     59123 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000-4       	   20533	     59312 ns/op	   24000 B/op	    2000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    1918	    587687 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    2042	    591456 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    1977	    588624 ns/op	  240001 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    2043	    585389 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    2011	    588452 ns/op	  240001 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    1963	    587874 ns/op	  240001 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    1994	    587434 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    2006	    594535 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    2020	    586516 ns/op	  240000 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/10000-4      	    1966	    598932 ns/op	  240001 B/op	   20000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     202	   6105532 ns/op	 2400011 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     190	   5869495 ns/op	 2400008 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     202	   5885121 ns/op	 2400009 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     201	   5876642 ns/op	 2400012 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     202	   5873577 ns/op	 2400009 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     201	   5860274 ns/op	 2400010 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     200	   5849630 ns/op	 2400008 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     201	   5848139 ns/op	 2400013 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     201	   5865682 ns/op	 2400008 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/100000-4     	     202	   6018653 ns/op	 2400010 B/op	  200000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  58663949 ns/op	24000060 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      18	  58387759 ns/op	24000053 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      18	  58393158 ns/op	24000085 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  59801598 ns/op	24000060 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  58667910 ns/op	24000065 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  59682558 ns/op	24000096 B/op	 2000001 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      20	  58583715 ns/op	24000096 B/op	 2000001 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  58733103 ns/op	24000116 B/op	 2000001 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      19	  59735995 ns/op	24000075 B/op	 2000000 allocs/op
BenchmarkSlowDecreaseSliceQueue/1000000-4    	      20	  59077820 ns/op	24000144 B/op	 2000001 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	35447133	        32.86 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	36970882	        32.59 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	33469518	        33.48 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	37927101	        32.72 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	35862279	        32.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	35851742	        33.00 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	37309760	        32.51 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	36047390	        32.74 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	36554428	        32.52 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/1-4          	36367032	        32.96 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3577388	       336.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3658798	       331.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3671175	       330.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3642757	       333.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3636956	       331.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3674755	       329.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3622316	       330.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3657134	       328.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3601680	       329.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/10-4         	 3661857	       328.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  372772	      3228 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  372310	      3242 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  358405	      3203 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  372861	      3457 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  365516	      3222 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  364090	      3235 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  370304	      3195 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  369754	      3225 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  367096	      3199 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/100-4        	  354553	      3198 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37566	     31913 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37561	     32332 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37596	     32413 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37024	     31891 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37555	     32670 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   36724	     32961 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37467	     32333 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37485	     31963 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   36598	     32758 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000-4       	   37452	     32107 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3459	    325479 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3805	    320239 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3504	    318922 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3528	    321716 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3787	    320494 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3812	    320545 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3816	    321604 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3418	    320073 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3717	    319613 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/10000-4      	    3661	    317898 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     374	   3229292 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     369	   3195448 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     361	   3201943 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     372	   3222840 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     375	   3237983 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     364	   3254193 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     368	   3232856 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     364	   3225653 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     373	   3262939 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/100000-4     	     370	   3226310 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  31987743 ns/op	16000010 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  32242090 ns/op	16000002 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  32185935 ns/op	16000012 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  31755317 ns/op	16000007 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  32180401 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  32656984 ns/op	16000007 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      36	  32787347 ns/op	16000016 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      37	  34263377 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      36	  31902542 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowDecreaseSliceStack/1000000-4    	      36	  32391849 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6394759	       186.6 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6389307	       187.5 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6305409	       186.2 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6188156	       185.7 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6403574	       186.6 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6424198	       185.7 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6275577	       186.2 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6303370	       187.6 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6405350	       188.7 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/1-4          	 6374056	       187.7 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  920156	      1168 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  987991	      1156 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  995619	      1154 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  991634	      1159 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  997245	      1153 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	 1000000	      1152 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  969780	      1158 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	 1000000	      1154 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	 1000000	      1156 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/10-4         	  948951	      1157 ns/op	     768 B/op	      29 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  150978	      7680 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  154042	      7587 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  149458	      7499 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  156850	      7534 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  152594	      7513 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  154474	      7545 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  154155	      7567 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  157419	      7569 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  152882	      7561 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/100-4        	  157885	      7504 ns/op	    6656 B/op	     214 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17167	     69350 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17350	     68554 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17196	     69473 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17319	     68906 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   16758	     70821 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17332	     68997 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17317	     69293 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17354	     69054 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17522	     69532 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000-4       	   17085	     69134 ns/op	   78080 B/op	    2021 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1484	    805180 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1626	    746849 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1587	    741859 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1608	    741995 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1612	    745297 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1549	    740798 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1598	    748777 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1554	    747510 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1537	    738972 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/10000-4      	    1552	    736229 ns/op	  963969 B/op	   20033 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	      94	  13208360 ns/op	11102134 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13277088 ns/op	11102114 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13282982 ns/op	11102128 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	      97	  13330803 ns/op	11102147 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13314265 ns/op	11102162 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13184670 ns/op	11102160 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13290422 ns/op	11102138 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13221163 ns/op	11102166 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13114905 ns/op	11102155 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/100000-4     	     100	  13225167 ns/op	11102155 B/op	  200050 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 147342313 ns/op	113269659 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 143473014 ns/op	113269686 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 143261050 ns/op	113269673 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 143165813 ns/op	113269632 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       8	 139299098 ns/op	113269632 B/op	 2000069 allocs/op
