goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGostlQueue/0-4         	14197327	        82.55 ns/op	      88 B/op	       2 allocs/op
BenchmarkRefillGostlStack/100-4              	    1186	    956354 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1248	    957480 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1212	    959129 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1218	    962257 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1222	    958232 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1234	    957157 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1230	    988051 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1236	    958291 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1240	    962471 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/100-4              	    1231	    957035 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9835869 ns/op	 2511204 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9827558 ns/op	 2511212 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9836612 ns/op	 2511208 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9904058 ns/op	 2511202 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9872023 ns/op	 2511207 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9869111 ns/op	 2511208 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9897297 ns/op	 2511206 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9985527 ns/op	 2511205 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9842354 ns/op	 2511205 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/1000-4             	     120	   9902902 ns/op	 2511207 B/op	  103100 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	 103339036 ns/op	24984912 B/op	 1019601 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98124432 ns/op	24984840 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98299645 ns/op	24984872 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  99311556 ns/op	24984856 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98113047 ns/op	24984880 B/op	 1019601 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98259564 ns/op	24984896 B/op	 1019601 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  97903739 ns/op	24984872 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98367815 ns/op	24984888 B/op	 1019601 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  99188542 ns/op	24984864 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/10000-4            	      12	  98917815 ns/op	24984848 B/op	 1019600 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1030251529 ns/op	248478464 B/op	10162611 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1026602696 ns/op	248479136 B/op	10162618 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1022474532 ns/op	248478560 B/op	10162612 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1015628564 ns/op	248478368 B/op	10162610 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1025109242 ns/op	248478464 B/op	10162611 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1025660097 ns/op	248478560 B/op	10162612 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1019734817 ns/op	248478656 B/op	10162613 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1017435998 ns/op	248478752 B/op	10162614 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1017899102 ns/op	248478272 B/op	10162609 allocs/op
BenchmarkRefillGostlStack/100000-4           	       1	1019300447 ns/op	248478176 B/op	10162608 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 7943170	       199.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5962987	       199.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5998527	       199.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5980992	       200.2 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5973114	       199.8 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5962154	       200.2 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5962357	       200.5 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5936086	       200.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5734620	       199.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/1-4          	 5979492	       199.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  533326	      1994 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  569032	      2008 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  543217	      2005 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  579069	      2008 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  577742	      1999 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  551898	      2017 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  566082	      1993 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  539084	      2011 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  560464	      2001 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/10-4         	  560366	      1996 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   60278	     19842 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   60078	     22744 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   54543	     19932 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   60432	     19839 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   59986	     19862 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   59124	     19847 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   60034	     20925 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   60289	     19818 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   59503	     19831 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/100-4        	   59776	     19877 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5840	    198462 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5725	    198713 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5642	    198515 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5815	    198218 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5746	    199097 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5634	    199064 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5560	    198494 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5922	    198907 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5820	    199677 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000-4       	    5281	    198013 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     602	   1978096 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     600	   1983204 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     607	   1992262 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     604	   1979696 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     604	   1980940 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     596	   1984517 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     601	   1990476 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     600	   2000672 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     598	   1985544 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/10000-4      	     607	   1983861 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      56	  19898970 ns/op	 4000005 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      57	  19941562 ns/op	 4000003 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      57	  19978718 ns/op	 4000016 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      57	  19888757 ns/op	 4000011 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      54	  19913837 ns/op	 4000007 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      56	  19863358 ns/op	 4000015 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      55	  19824795 ns/op	 4000012 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      56	  19778495 ns/op	 4000010 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      55	  19756044 ns/op	 4000019 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/100000-4     	      60	  19857506 ns/op	 4000011 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 199939664 ns/op	40000144 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198806262 ns/op	40000144 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198113978 ns/op	40000080 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198403432 ns/op	40000240 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198498846 ns/op	40000080 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 197104804 ns/op	40000032 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 199186495 ns/op	40000128 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 197709116 ns/op	40000032 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198157713 ns/op	40000080 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlQueue/1000000-4    	       6	 198932045 ns/op	40000160 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 6183804	       207.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5898945	       204.0 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5867710	       205.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5867719	       204.3 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5817584	       205.3 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5853940	       204.1 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5745381	       203.7 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5862327	       203.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5769304	       205.6 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/1-4          	 5862195	       203.9 ns/op	      40 B/op	       3 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  555852	      2061 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  523623	      2056 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  559256	      2044 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  552901	      2051 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  553130	      2045 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  547470	      2061 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  556977	      2049 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  523579	      2051 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  562213	      2046 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/10-4         	  568630	      2061 ns/op	     400 B/op	      30 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   57327	     20445 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58834	     20331 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58119	     20349 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58512	     20348 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58950	     20480 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58659	     20438 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   57888	     20631 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58792	     20405 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   58773	     20588 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/100-4        	   57543	     20377 ns/op	    4000 B/op	     300 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5689	    203248 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5650	    202860 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5637	    203622 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5470	    204892 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5673	    206033 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5491	    204676 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5226	    203944 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5661	    203640 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5260	    205766 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000-4       	    5814	    203565 ns/op	   40000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     588	   2043063 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     582	   2039647 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     584	   2038764 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     588	   2038406 ns/op	  400000 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     573	   2046165 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     576	   2042092 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     580	   2169809 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     579	   2053875 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     582	   2042597 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/10000-4      	     588	   2044203 ns/op	  400001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      54	  20411120 ns/op	 4000008 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      56	  20542958 ns/op	 4000006 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      55	  20343072 ns/op	 4000013 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      54	  20581066 ns/op	 4000023 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      55	  20407747 ns/op	 4000015 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      55	  20336978 ns/op	 4000013 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      56	  20432559 ns/op	 4000015 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      52	  20491506 ns/op	 4000022 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      51	  20765919 ns/op	 4000016 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/100000-4     	      55	  20523803 ns/op	 4000026 B/op	  300000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 204171710 ns/op	40000019 B/op	 3000000 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 204840800 ns/op	40000096 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 202487058 ns/op	40000134 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 203624637 ns/op	40000153 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 202584242 ns/op	40000153 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 202991477 ns/op	40000134 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 203677106 ns/op	40000096 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 203582382 ns/op	40000153 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 202909242 ns/op	40000115 B/op	 3000001 allocs/op
BenchmarkSlowDecreaseGostlStack/1000000-4    	       5	 202207913 ns/op	40000096 B/op	 3000001 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1804075	       660.0 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1807168	       661.5 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1802144	       659.8 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1801670	       667.2 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1803948	       665.4 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1797843	       660.7 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1803220	       664.4 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1796808	       659.2 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1805385	       663.8 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/1-4          	 1786704	       661.6 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  528506	      2208 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  542744	      2214 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  516658	      2200 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  511632	      2208 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  520747	      2202 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  524924	      2201 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  522265	      2202 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  526323	      2198 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  508862	      2196 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/10-4         	  524769	      2194 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   69625	     16969 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70861	     16995 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70171	     16910 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70359	     16939 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   71298	     16988 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70652	     16848 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   71176	     16745 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70398	     16716 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70059	     16766 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/100-4        	   70246	     16840 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6642	    169550 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6590	    167694 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6712	    167824 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6802	    167639 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6817	    169375 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6922	    168020 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6680	    168760 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6596	    168400 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6457	    169667 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000-4       	    6892	    168638 ns/op	   42384 B/op	    2039 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     711	   1684567 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     704	   1685704 ns/op	  410041 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     706	   1684709 ns/op	  410041 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     704	   1693259 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     676	   1696186 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     706	   1686024 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     711	   1663314 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     700	   1680123 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     712	   1689170 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/10000-4      	     703	   1693391 ns/op	  410040 B/op	   20201 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      61	  18014526 ns/op	 4084980 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      64	  18112247 ns/op	 4084974 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      63	  17898380 ns/op	 4084974 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      64	  18078985 ns/op	 4084972 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      63	  17998962 ns/op	 4084980 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      64	  18049767 ns/op	 4084983 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      62	  18094029 ns/op	 4084981 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      64	  17910549 ns/op	 4084984 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      64	  17876218 ns/op	 4084974 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/100000-4     	      62	  17967858 ns/op	 4084992 B/op	  201631 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 194076118 ns/op	40836672 B/op	 2015726 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 186662582 ns/op	40836560 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 185231304 ns/op	40836576 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 184310934 ns/op	40836528 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 183066522 ns/op	40836576 B/op	 2015725 allocs/op
