goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillPhfQueue/0-4         	15948807	        77.88 ns/op	      64 B/op	       2 allocs/op
BenchmarkRefillPhfStack/100-4              	    2371	    514406 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2331	    538615 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2258	    558244 ns/op	  736002 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2446	    634519 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2280	    561702 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2331	    528539 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2299	    490203 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/1000-4             	     277	   4354449 ns/op	 6476832 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     276	   4279580 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     279	   4311344 ns/op	 6476832 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     277	   4279273 ns/op	 6476832 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     278	   4304762 ns/op	 6476829 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     276	   4423240 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     274	   4337011 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     277	   4250558 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     279	   4283304 ns/op	 6476836 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/1000-4             	     279	   4277493 ns/op	 6476827 B/op	  101400 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44706309 ns/op	94604884 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44604750 ns/op	94604865 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      24	  44487339 ns/op	94604868 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44339504 ns/op	94604872 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      24	  45006002 ns/op	94604860 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44635282 ns/op	94604922 B/op	 1002201 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44346322 ns/op	94604880 B/op	 1002200 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44544401 ns/op	94604896 B/op	 1002201 allocs/op
BenchmarkRefillPhfStack/10000-4            	      24	  44809922 ns/op	94604936 B/op	 1002201 allocs/op
BenchmarkRefillPhfStack/10000-4            	      25	  44677330 ns/op	94604903 B/op	 1002201 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 779451866 ns/op	789109936 B/op	10002829 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 778775100 ns/op	789109360 B/op	10002823 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 773459430 ns/op	789110224 B/op	10002832 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 771061911 ns/op	789109696 B/op	10002827 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 775644503 ns/op	789110896 B/op	10002839 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 780821466 ns/op	789110512 B/op	10002835 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 778157190 ns/op	789110416 B/op	10002834 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 765639258 ns/op	789110992 B/op	10002840 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 776197110 ns/op	789110512 B/op	10002835 allocs/op
BenchmarkRefillPhfStack/100000-4           	       2	 774791157 ns/op	789110272 B/op	10002833 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	34193869	        34.99 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	31508276	        34.78 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	32902479	        37.42 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	29635981	        35.03 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	33425432	        34.80 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	32846270	        34.91 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	33141552	        34.99 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	33217886	        34.82 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	33369346	        34.75 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/1-4          	32599227	        35.12 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3410196	       354.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3394952	       351.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3414439	       355.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3372697	       354.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3429681	       360.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3383948	       353.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3413913	       355.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3413668	       351.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3030681	       357.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/10-4         	 3363673	       353.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  331615	      3436 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  333916	      3459 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  344293	      3427 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  333906	      3462 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  322238	      3429 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  336924	      3433 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  333770	      3467 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  329726	      3457 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  328530	      3469 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/100-4        	  323805	      3440 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35024	     34138 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   34995	     34347 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35079	     34220 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35004	     34143 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   34837	     34392 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35086	     34501 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   34050	     34276 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   33544	     34481 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35205	     34257 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000-4       	   35112	     34284 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3306	    346310 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3300	    342776 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3283	    345223 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3405	    342479 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3297	    342359 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3279	    343610 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3397	    381381 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3049	    342693 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3363	    345855 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/10000-4      	    3331	    342446 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     351	   3444079 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     349	   3433065 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     351	   3448948 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     350	   3444984 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     342	   3447859 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     349	   3415587 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     350	   3434968 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     338	   3451966 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     343	   3422664 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/100000-4     	     348	   3456196 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      34	  34321953 ns/op	16000056 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      32	  34435601 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      32	  34551595 ns/op	16000072 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      33	  34202049 ns/op	16000055 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      33	  34482867 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      32	  34559845 ns/op	16000060 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      33	  34375568 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      31	  34781816 ns/op	16000068 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      31	  34435155 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfQueue/1000000-4    	      32	  34529766 ns/op	16000048 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	35399540	        33.61 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33540357	        33.87 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33605364	        34.03 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	34361648	        34.43 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	34336716	        33.72 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33301936	        36.20 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33350922	        34.41 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33866602	        34.58 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33273578	        33.77 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/1-4          	33616018	        34.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3394891	       341.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3473803	       346.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3482938	       344.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3496776	       345.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3513645	       344.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3513410	       348.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3475880	       344.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3514782	       342.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3436250	       343.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/10-4         	 3498561	       372.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  345063	      3332 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  334718	      3346 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  340320	      3369 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  337226	      3347 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  338900	      3337 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  341889	      3343 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  339168	      3356 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  343495	      3344 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  340485	      3355 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/100-4        	  344284	      3321 ns/op	    1600 B/op	     100 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36034	     33336 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   35956	     33778 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   35732	     33170 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   35814	     33356 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36292	     33197 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   35848	     33587 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36020	     33171 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36031	     33484 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36109	     33287 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/1000-4       	   36027	     33435 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3436	    336387 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3405	    333743 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3435	    332822 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3258	    335121 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3488	    337655 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3434	    335440 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3422	    333087 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3420	    334903 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3430	    336309 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/10000-4      	    3435	    332263 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     361	   3330906 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     361	   3339395 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     357	   3337063 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     358	   3380136 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     360	   3327367 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     354	   3357520 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     358	   3376347 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     356	   3330510 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     362	   3892000 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/100000-4     	     342	   3338183 ns/op	 1600010 B/op	  100000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      32	  33469749 ns/op	16000054 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33559499 ns/op	16000043 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33594585 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33533662 ns/op	16000093 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      28	  37419340 ns/op	16000102 B/op	 1000001 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      32	  33540664 ns/op	16000054 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33532605 ns/op	16000055 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33656441 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      33	  33268212 ns/op	16000081 B/op	 1000000 allocs/op
BenchmarkSlowDecreasePhfStack/1000000-4    	      34	  33250002 ns/op	16000042 B/op	 1000000 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5953854	       201.6 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5930007	       202.0 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5900256	       201.1 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5950328	       201.4 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5922018	       201.4 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5878702	       201.6 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5882270	       207.2 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5963324	       201.7 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5949248	       203.0 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/1-4          	 5919172	       202.0 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  984357	      1179 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	 1000000	      1170 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  958678	      1173 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  988404	      1170 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  976306	      1174 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  980756	      1176 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  986617	      1174 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  947340	      1175 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  951716	      1174 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/10-4         	  966999	      1173 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  137353	      8609 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  137100	      8600 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  135516	      8600 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  137305	      8594 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  133884	      8590 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  136652	      8599 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  135282	      8609 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  136573	      8626 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  133123	      8611 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/100-4        	  138682	      8619 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15632	     74577 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15675	     74625 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15756	     74782 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15904	     79229 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15633	     75122 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15747	     75046 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   13776	     79175 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15300	     85358 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   15219	     77439 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/1000-4       	   14942	     79139 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1315	    880420 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1342	    877457 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1270	    952826 ns/op	 1106337 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1382	    964927 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1315	    884848 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1350	    865363 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1372	    855438 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1380	    856164 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1382	    866760 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/10000-4      	    1369	    851900 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10406414 ns/op	 9491375 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10583663 ns/op	 9491377 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10488710 ns/op	 9491380 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10418735 ns/op	 9491377 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10502225 ns/op	 9491368 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10384397 ns/op	 9491372 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10552219 ns/op	 9491378 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10413377 ns/op	 9491380 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10466298 ns/op	 9491375 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/100000-4     	     100	  10649089 ns/op	 9491374 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 103533035 ns/op	82331561 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 104986566 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 101737025 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 101238292 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 104622146 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 101768880 ns/op	82331571 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 103373090 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      12	 102105759 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 102409701 ns/op	82331571 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfQueue/1000000-4    	      10	 104834016 ns/op	82331561 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5923772	       201.8 ns/op	     128 B/op	       5 allocs/op
